customer_id	cohort_month	activity_month	month_number	order_count	revenue
13114	2009-12-01	2009-12-01	0	1	234.38
13136	2009-12-01	2009-12-01	0	1	549.09
13141	2009-12-01	2009-12-01	0	1	351.45
13148	2009-12-01	2009-12-01	0	1	331.40
13154	2009-12-01	2009-12-01	0	1	337.10
13162	2009-12-01	2009-12-01	0	2	1585.61
13173	2009-12-01	2009-12-01	0	1	302.70
13174	2009-12-01	2009-12-01	0	1	630.39
13175	2009-12-01	2009-12-01	0	1	319.15
13178	2009-12-01	2009-12-01	0	1	618.79
13190	2009-12-01	2009-12-01	0	1	147.10
13199	2009-12-01	2009-12-01	0	1	138.24
13202	2009-12-01	2009-12-01	0	1	320.20
13203	2009-12-01	2009-12-01	0	1	339.90
13204	2009-12-01	2009-12-01	0	1	966.66
13206	2009-12-01	2009-12-01	0	3	2460.92
13208	2009-12-01	2009-12-01	0	1	61.12
13211	2009-12-01	2009-12-01	0	1	235.84
13225	2009-12-01	2009-12-01	0	1	1425.30
13234	2009-12-01	2009-12-01	0	1	228.40
13266	2009-12-01	2009-12-01	0	1	295.55
13267	2009-12-01	2009-12-01	0	2	622.94
13269	2009-12-01	2009-12-01	0	3	526.62
13289	2009-12-01	2009-12-01	0	1	307.95
13313	2009-12-01	2009-12-01	0	2	383.89
13317	2009-12-01	2009-12-01	0	1	416.82
13319	2009-12-01	2009-12-01	0	3	1260.77
13327	2009-12-01	2009-12-01	0	1	914.16
13329	2009-12-01	2009-12-01	0	1	334.65
13373	2009-12-01	2009-12-01	0	1	748.42
13381	2009-12-01	2009-12-01	0	1	17.40
13382	2009-12-01	2009-12-01	0	1	255.04
13393	2009-12-01	2009-12-01	0	2	389.70
13394	2009-12-01	2009-12-01	0	1	304.53
13403	2009-12-01	2009-12-01	0	1	78.60
13405	2009-12-01	2009-12-01	0	1	146.46
13408	2009-12-01	2009-12-01	0	6	2497.02
13410	2009-12-01	2009-12-01	0	1	81.12
13415	2009-12-01	2009-12-01	0	1	466.92
13416	2009-12-01	2009-12-01	0	1	228.30
13418	2009-12-01	2009-12-01	0	1	811.76
13426	2009-12-01	2009-12-01	0	2	942.27
13427	2009-12-01	2009-12-01	0	1	96.00
13442	2009-12-01	2009-12-01	0	1	198.00
13448	2009-12-01	2009-12-01	0	2	1145.09
13455	2009-12-01	2009-12-01	0	2	431.65
13457	2009-12-01	2009-12-01	0	1	112.50
13462	2009-12-01	2009-12-01	0	1	171.82
13468	2009-12-01	2009-12-01	0	3	903.15
13473	2009-12-01	2009-12-01	0	1	388.74
13481	2009-12-01	2009-12-01	0	1	311.20
13485	2009-12-01	2009-12-01	0	2	200.70
13487	2009-12-01	2009-12-01	0	1	103.95
13491	2009-12-01	2009-12-01	0	3	801.28
13495	2009-12-01	2009-12-01	0	2	819.91
13498	2009-12-01	2009-12-01	0	1	327.38
13510	2009-12-01	2009-12-01	0	1	266.70
13520	2009-12-01	2009-12-01	0	1	469.40
13526	2009-12-01	2009-12-01	0	2	1182.00
13531	2009-12-01	2009-12-01	0	1	311.70
13542	2009-12-01	2009-12-01	0	2	420.91
13557	2009-12-01	2009-12-01	0	2	413.50
13564	2009-12-01	2009-12-01	0	4	744.70
13571	2009-12-01	2009-12-01	0	1	111.24
13576	2009-12-01	2009-12-01	0	1	328.80
13577	2009-12-01	2009-12-01	0	3	394.40
13585	2009-12-01	2009-12-01	0	1	12.75
13589	2009-12-01	2009-12-01	0	1	269.15
13590	2009-12-01	2009-12-01	0	1	367.28
13591	2009-12-01	2009-12-01	0	1	53.20
13599	2009-12-01	2009-12-01	0	2	975.59
13611	2009-12-01	2009-12-01	0	1	337.93
13623	2009-12-01	2009-12-01	0	1	628.14
13635	2009-12-01	2009-12-01	0	2	797.15
13641	2009-12-01	2009-12-01	0	3	707.76
13643	2009-12-01	2009-12-01	0	1	311.80
13648	2009-12-01	2009-12-01	0	1	263.09
13654	2009-12-01	2009-12-01	0	1	159.98
13666	2009-12-01	2009-12-01	0	1	19.50
13668	2009-12-01	2009-12-01	0	1	615.30
13672	2009-12-01	2009-12-01	0	1	233.53
13679	2009-12-01	2009-12-01	0	1	126.80
13680	2009-12-01	2009-12-01	0	3	2286.20
13693	2009-12-01	2009-12-01	0	3	548.65
13694	2009-12-01	2009-12-01	0	12	20427.91
13711	2009-12-01	2009-12-01	0	1	126.50
13727	2009-12-01	2009-12-01	0	1	130.60
13728	2009-12-01	2009-12-01	0	1	135.00
13733	2009-12-01	2009-12-01	0	1	149.10
13735	2009-12-01	2009-12-01	0	1	489.62
13736	2009-12-01	2009-12-01	0	1	710.84
13740	2009-12-01	2009-12-01	0	1	296.69
13748	2009-12-01	2009-12-01	0	1	173.10
13753	2009-12-01	2009-12-01	0	1	642.20
13756	2009-12-01	2009-12-01	0	1	182.25
13758	2009-12-01	2009-12-01	0	2	1866.94
13767	2009-12-01	2009-12-01	0	3	2511.40
13768	2009-12-01	2009-12-01	0	2	875.97
13769	2009-12-01	2009-12-01	0	1	214.25
13770	2009-12-01	2009-12-01	0	1	174.33
13777	2009-12-01	2009-12-01	0	5	7125.04
13781	2009-12-01	2009-12-01	0	1	314.44
13782	2009-12-01	2009-12-01	0	1	132.40
13786	2009-12-01	2009-12-01	0	1	723.09
13798	2009-12-01	2009-12-01	0	3	1285.16
13800	2009-12-01	2009-12-01	0	1	478.70
13807	2009-12-01	2009-12-01	0	1	107.95
13813	2009-12-01	2009-12-01	0	1	247.15
13819	2009-12-01	2009-12-01	0	2	1082.40
13823	2009-12-01	2009-12-01	0	1	391.55
13825	2009-12-01	2009-12-01	0	1	143.36
13831	2009-12-01	2009-12-01	0	2	1216.96
13847	2009-12-01	2009-12-01	0	1	310.72
13848	2009-12-01	2009-12-01	0	1	480.00
13855	2009-12-01	2009-12-01	0	2	809.10
13871	2009-12-01	2009-12-01	0	1	554.00
13872	2009-12-01	2009-12-01	0	1	252.12
13875	2009-12-01	2009-12-01	0	1	164.59
13890	2009-12-01	2009-12-01	0	1	213.65
13895	2009-12-01	2009-12-01	0	1	831.00
13902	2009-12-01	2009-12-01	0	1	357.66
13905	2009-12-01	2009-12-01	0	1	312.65
13921	2009-12-01	2009-12-01	0	1	102.75
13931	2009-12-01	2009-12-01	0	3	1630.06
13941	2009-12-01	2009-12-01	0	1	781.10
13946	2009-12-01	2009-12-01	0	1	280.20
13948	2009-12-01	2009-12-01	0	1	155.65
13952	2009-12-01	2009-12-01	0	1	1226.79
13953	2009-12-01	2009-12-01	0	1	500.00
13958	2009-12-01	2009-12-01	0	2	811.55
13979	2009-12-01	2009-12-01	0	1	203.78
13983	2009-12-01	2009-12-01	0	1	175.95
13984	2009-12-01	2009-12-01	0	2	259.50
13993	2009-12-01	2009-12-01	0	1	556.75
13995	2009-12-01	2009-12-01	0	1	143.70
13999	2009-12-01	2009-12-01	0	2	707.55
14000	2009-12-01	2009-12-01	0	1	192.00
14003	2009-12-01	2009-12-01	0	1	209.41
14030	2009-12-01	2009-12-01	0	2	719.45
14031	2009-12-01	2009-12-01	0	5	4010.49
14032	2009-12-01	2009-12-01	0	2	617.64
14037	2009-12-01	2009-12-01	0	1	218.33
14040	2009-12-01	2009-12-01	0	2	1071.29
14042	2009-12-01	2009-12-01	0	1	431.98
14043	2009-12-01	2009-12-01	0	1	164.31
14051	2009-12-01	2009-12-01	0	2	1073.39
14055	2009-12-01	2009-12-01	0	1	274.32
14057	2009-12-01	2009-12-01	0	1	119.54
14061	2009-12-01	2009-12-01	0	2	553.43
14062	2009-12-01	2009-12-01	0	2	2000.42
14063	2009-12-01	2009-12-01	0	4	6701.60
14080	2009-12-01	2009-12-01	0	2	414.65
14081	2009-12-01	2009-12-01	0	1	787.92
14083	2009-12-01	2009-12-01	0	1	64.17
14085	2009-12-01	2009-12-01	0	4	1836.01
14087	2009-12-01	2009-12-01	0	1	235.44
14092	2009-12-01	2009-12-01	0	1	136.20
14095	2009-12-01	2009-12-01	0	1	2.95
14099	2009-12-01	2009-12-01	0	1	384.49
14105	2009-12-01	2009-12-01	0	1	646.30
14106	2009-12-01	2009-12-01	0	1	214.80
14107	2009-12-01	2009-12-01	0	1	163.26
14108	2009-12-01	2009-12-01	0	2	447.05
14110	2009-12-01	2009-12-01	0	2	676.50
14113	2009-12-01	2009-12-01	0	4	1055.19
14119	2009-12-01	2009-12-01	0	1	66.48
14122	2009-12-01	2009-12-01	0	2	131.59
14123	2009-12-01	2009-12-01	0	1	436.18
14130	2009-12-01	2009-12-01	0	1	339.87
14133	2009-12-01	2009-12-01	0	1	305.50
14134	2009-12-01	2009-12-01	0	2	1745.24
14135	2009-12-01	2009-12-01	0	2	1489.20
14136	2009-12-01	2009-12-01	0	1	302.78
14151	2009-12-01	2009-12-01	0	1	352.05
14156	2009-12-01	2009-12-01	0	7	11051.22
14159	2009-12-01	2009-12-01	0	1	393.65
14161	2009-12-01	2009-12-01	0	1	505.13
14171	2009-12-01	2009-12-01	0	1	135.00
14173	2009-12-01	2009-12-01	0	1	23.60
14191	2009-12-01	2009-12-01	0	1	15.90
14204	2009-12-01	2009-12-01	0	1	371.27
14211	2009-12-01	2009-12-01	0	1	187.80
14215	2009-12-01	2009-12-01	0	1	425.59
14238	2009-12-01	2009-12-01	0	1	159.10
14239	2009-12-01	2009-12-01	0	2	214.55
14258	2009-12-01	2009-12-01	0	1	1261.00
14277	2009-12-01	2009-12-01	0	1	215.42
14285	2009-12-01	2009-12-01	0	1	151.20
14286	2009-12-01	2009-12-01	0	1	1610.52
14290	2009-12-01	2009-12-01	0	1	870.63
14291	2009-12-01	2009-12-01	0	1	408.51
14293	2009-12-01	2009-12-01	0	2	934.45
14295	2009-12-01	2009-12-01	0	1	588.85
14298	2009-12-01	2009-12-01	0	2	2173.80
14299	2009-12-01	2009-12-01	0	2	2808.27
14302	2009-12-01	2009-12-01	0	1	114.60
14307	2009-12-01	2009-12-01	0	1	242.10
14329	2009-12-01	2009-12-01	0	1	320.65
14341	2009-12-01	2009-12-01	0	2	592.69
14347	2009-12-01	2009-12-01	0	1	82.60
14396	2009-12-01	2009-12-01	0	1	507.47
14401	2009-12-01	2009-12-01	0	2	831.03
14404	2009-12-01	2009-12-01	0	2	238.89
14408	2009-12-01	2009-12-01	0	1	321.00
14415	2009-12-01	2009-12-01	0	1	507.98
14422	2009-12-01	2009-12-01	0	1	420.41
14425	2009-12-01	2009-12-01	0	2	422.29
14440	2009-12-01	2009-12-01	0	1	935.01
14454	2009-12-01	2009-12-01	0	1	125.94
14460	2009-12-01	2009-12-01	0	1	155.34
14466	2009-12-01	2009-12-01	0	1	217.80
14467	2009-12-01	2009-12-01	0	1	109.84
14468	2009-12-01	2009-12-01	0	1	204.24
14471	2009-12-01	2009-12-01	0	1	208.83
14478	2009-12-01	2009-12-01	0	1	282.28
14479	2009-12-01	2009-12-01	0	1	355.13
14480	2009-12-01	2009-12-01	0	1	303.85
14483	2009-12-01	2009-12-01	0	1	120.00
14484	2009-12-01	2009-12-01	0	1	435.45
14494	2009-12-01	2009-12-01	0	1	114.30
14505	2009-12-01	2009-12-01	0	2	1377.68
14507	2009-12-01	2009-12-01	0	1	171.50
14512	2009-12-01	2009-12-01	0	1	153.28
14514	2009-12-01	2009-12-01	0	1	828.34
14519	2009-12-01	2009-12-01	0	1	122.95
14525	2009-12-01	2009-12-01	0	1	399.80
14527	2009-12-01	2009-12-01	0	7	5628.38
14540	2009-12-01	2009-12-01	0	2	544.24
14543	2009-12-01	2009-12-01	0	4	1247.20
14546	2009-12-01	2009-12-01	0	1	546.48
14548	2009-12-01	2009-12-01	0	2	596.18
14549	2009-12-01	2009-12-01	0	1	313.27
14555	2009-12-01	2009-12-01	0	1	290.65
14558	2009-12-01	2009-12-01	0	1	306.45
14560	2009-12-01	2009-12-01	0	2	679.22
14564	2009-12-01	2009-12-01	0	1	989.18
14574	2009-12-01	2009-12-01	0	1	143.70
14577	2009-12-01	2009-12-01	0	1	217.34
14590	2009-12-01	2009-12-01	0	3	349.66
14593	2009-12-01	2009-12-01	0	1	418.05
14605	2009-12-01	2009-12-01	0	2	208.60
14606	2009-12-01	2009-12-01	0	8	1408.64
14607	2009-12-01	2009-12-01	0	1	2320.20
14608	2009-12-01	2009-12-01	0	2	581.22
14625	2009-12-01	2009-12-01	0	1	584.10
14626	2009-12-01	2009-12-01	0	1	436.40
14643	2009-12-01	2009-12-01	0	1	350.68
14644	2009-12-01	2009-12-01	0	1	338.50
14646	2009-12-01	2009-12-01	0	5	14591.47
14648	2009-12-01	2009-12-01	0	1	195.23
14653	2009-12-01	2009-12-01	0	1	333.09
14654	2009-12-01	2009-12-01	0	1	246.86
14662	2009-12-01	2009-12-01	0	1	110.70
14667	2009-12-01	2009-12-01	0	2	750.32
14669	2009-12-01	2009-12-01	0	1	811.53
14670	2009-12-01	2009-12-01	0	1	190.47
14679	2009-12-01	2009-12-01	0	1	438.74
14680	2009-12-01	2009-12-01	0	3	1318.74
14685	2009-12-01	2009-12-01	0	3	1292.91
14695	2009-12-01	2009-12-01	0	2	911.68
14702	2009-12-01	2009-12-01	0	2	1005.85
14709	2009-12-01	2009-12-01	0	1	256.20
14710	2009-12-01	2009-12-01	0	2	73.50
14713	2009-12-01	2009-12-01	0	1	160.69
14717	2009-12-01	2009-12-01	0	1	81.30
14723	2009-12-01	2009-12-01	0	1	141.63
14732	2009-12-01	2009-12-01	0	2	556.15
14735	2009-12-01	2009-12-01	0	2	379.65
14738	2009-12-01	2009-12-01	0	1	311.20
14739	2009-12-01	2009-12-01	0	2	1253.31
14750	2009-12-01	2009-12-01	0	1	112.03
14751	2009-12-01	2009-12-01	0	1	65.10
14755	2009-12-01	2009-12-01	0	2	445.15
14769	2009-12-01	2009-12-01	0	1	969.66
14771	2009-12-01	2009-12-01	0	1	287.37
14790	2009-12-01	2009-12-01	0	2	567.96
14796	2009-12-01	2009-12-01	0	1	266.02
14799	2009-12-01	2009-12-01	0	1	180.45
14819	2009-12-01	2009-12-01	0	1	29.79
14828	2009-12-01	2009-12-01	0	1	682.40
14831	2009-12-01	2009-12-01	0	2	833.75
14838	2009-12-01	2009-12-01	0	1	119.10
14841	2009-12-01	2009-12-01	0	3	1215.80
14861	2009-12-01	2009-12-01	0	1	215.00
14865	2009-12-01	2009-12-01	0	1	31.20
14867	2009-12-01	2009-12-01	0	1	203.32
14869	2009-12-01	2009-12-01	0	1	371.48
14871	2009-12-01	2009-12-01	0	2	319.65
14894	2009-12-01	2009-12-01	0	1	299.70
14895	2009-12-01	2009-12-01	0	2	1817.55
14896	2009-12-01	2009-12-01	0	1	298.25
14897	2009-12-01	2009-12-01	0	1	301.16
14898	2009-12-01	2009-12-01	0	2	662.71
14905	2009-12-01	2009-12-01	0	1	258.10
14911	2009-12-01	2009-12-01	0	8	6315.99
14915	2009-12-01	2009-12-01	0	1	202.06
14940	2009-12-01	2009-12-01	0	1	182.01
14942	2009-12-01	2009-12-01	0	1	109.35
14949	2009-12-01	2009-12-01	0	1	86.46
14952	2009-12-01	2009-12-01	0	2	590.10
14955	2009-12-01	2009-12-01	0	1	163.77
14958	2009-12-01	2009-12-01	0	1	186.36
14961	2009-12-01	2009-12-01	0	2	2608.47
14966	2009-12-01	2009-12-01	0	2	324.47
14967	2009-12-01	2009-12-01	0	1	236.25
14977	2009-12-01	2009-12-01	0	1	31.93
14979	2009-12-01	2009-12-01	0	1	429.66
14980	2009-12-01	2009-12-01	0	1	150.68
14987	2009-12-01	2009-12-01	0	4	566.70
14990	2009-12-01	2009-12-01	0	1	200.24
15005	2009-12-01	2009-12-01	0	3	892.66
15015	2009-12-01	2009-12-01	0	1	129.60
15031	2009-12-01	2009-12-01	0	1	249.17
15032	2009-12-01	2009-12-01	0	1	1505.40
15039	2009-12-01	2009-12-01	0	3	579.52
15044	2009-12-01	2009-12-01	0	2	1708.50
15051	2009-12-01	2009-12-01	0	1	580.02
15055	2009-12-01	2009-12-01	0	1	244.42
15057	2009-12-01	2009-12-01	0	1	304.10
15059	2009-12-01	2009-12-01	0	1	280.94
15061	2009-12-01	2009-12-01	0	9	14312.54
15064	2009-12-01	2009-12-01	0	1	324.99
15070	2009-12-01	2009-12-01	0	1	324.80
15077	2009-12-01	2009-12-01	0	1	873.48
15078	2009-12-01	2009-12-01	0	2	753.66
15079	2009-12-01	2009-12-01	0	2	738.53
15085	2009-12-01	2009-12-01	0	1	347.54
15093	2009-12-01	2009-12-01	0	1	249.64
15109	2009-12-01	2009-12-01	0	1	231.20
15115	2009-12-01	2009-12-01	0	1	191.74
15144	2009-12-01	2009-12-01	0	1	370.20
15157	2009-12-01	2009-12-01	0	1	448.20
15162	2009-12-01	2009-12-01	0	1	312.90
15169	2009-12-01	2009-12-01	0	1	356.17
15179	2009-12-01	2009-12-01	0	1	763.35
15181	2009-12-01	2009-12-01	0	1	162.72
15184	2009-12-01	2009-12-01	0	1	123.19
15188	2009-12-01	2009-12-01	0	1	310.43
15194	2009-12-01	2009-12-01	0	4	1487.04
15196	2009-12-01	2009-12-01	0	1	149.70
15197	2009-12-01	2009-12-01	0	1	117.96
15203	2009-12-01	2009-12-01	0	1	255.68
15209	2009-12-01	2009-12-01	0	1	178.98
15222	2009-12-01	2009-12-01	0	1	436.56
15223	2009-12-01	2009-12-01	0	1	230.20
15240	2009-12-01	2009-12-01	0	1	549.77
15255	2009-12-01	2009-12-01	0	1	260.44
15260	2009-12-01	2009-12-01	0	2	294.85
15265	2009-12-01	2009-12-01	0	1	294.14
15270	2009-12-01	2009-12-01	0	2	515.20
15287	2009-12-01	2009-12-01	0	1	58.20
15291	2009-12-01	2009-12-01	0	3	1037.90
15298	2009-12-01	2009-12-01	0	1	303.45
15302	2009-12-01	2009-12-01	0	1	308.00
15309	2009-12-01	2009-12-01	0	1	273.75
15311	2009-12-01	2009-12-01	0	14	9364.29
15312	2009-12-01	2009-12-01	0	1	321.65
15326	2009-12-01	2009-12-01	0	2	718.22
15329	2009-12-01	2009-12-01	0	1	318.36
15353	2009-12-01	2009-12-01	0	1	271.74
15358	2009-12-01	2009-12-01	0	2	826.12
15362	2009-12-01	2009-12-01	0	1	310.75
15367	2009-12-01	2009-12-01	0	1	785.62
15369	2009-12-01	2009-12-01	0	1	312.96
15380	2009-12-01	2009-12-01	0	2	441.62
15382	2009-12-01	2009-12-01	0	1	1523.20
15393	2009-12-01	2009-12-01	0	1	187.84
15394	2009-12-01	2009-12-01	0	1	297.40
15403	2009-12-01	2009-12-01	0	1	95.76
15409	2009-12-01	2009-12-01	0	1	131.25
15413	2009-12-01	2009-12-01	0	3	4513.42
15420	2009-12-01	2009-12-01	0	2	229.62
15421	2009-12-01	2009-12-01	0	1	241.05
15428	2009-12-01	2009-12-01	0	1	184.44
15441	2009-12-01	2009-12-01	0	1	301.57
15446	2009-12-01	2009-12-01	0	1	123.43
15456	2009-12-01	2009-12-01	0	2	476.05
15465	2009-12-01	2009-12-01	0	1	436.80
15466	2009-12-01	2009-12-01	0	1	740.46
15479	2009-12-01	2009-12-01	0	1	147.40
15482	2009-12-01	2009-12-01	0	2	325.08
15484	2009-12-01	2009-12-01	0	1	689.50
15485	2009-12-01	2009-12-01	0	2	901.84
15494	2009-12-01	2009-12-01	0	1	893.61
15497	2009-12-01	2009-12-01	0	1	272.00
15498	2009-12-01	2009-12-01	0	1	3326.72
15499	2009-12-01	2009-12-01	0	1	158.65
15503	2009-12-01	2009-12-01	0	1	116.26
15514	2009-12-01	2009-12-01	0	3	1386.44
15518	2009-12-01	2009-12-01	0	1	241.10
15523	2009-12-01	2009-12-01	0	3	1173.53
15527	2009-12-01	2009-12-01	0	1	297.86
15534	2009-12-01	2009-12-01	0	1	162.25
15542	2009-12-01	2009-12-01	0	2	509.78
15547	2009-12-01	2009-12-01	0	1	666.61
15550	2009-12-01	2009-12-01	0	2	386.15
15555	2009-12-01	2009-12-01	0	1	947.39
15562	2009-12-01	2009-12-01	0	1	358.56
15566	2009-12-01	2009-12-01	0	1	138.22
15571	2009-12-01	2009-12-01	0	1	118.26
15573	2009-12-01	2009-12-01	0	1	278.08
15577	2009-12-01	2009-12-01	0	2	137.15
15581	2009-12-01	2009-12-01	0	9	760.44
15601	2009-12-01	2009-12-01	0	3	1490.47
15602	2009-12-01	2009-12-01	0	1	261.30
15615	2009-12-01	2009-12-01	0	3	1236.50
15623	2009-12-01	2009-12-01	0	1	307.20
15628	2009-12-01	2009-12-01	0	1	286.28
15633	2009-12-01	2009-12-01	0	1	191.89
15637	2009-12-01	2009-12-01	0	1	288.88
15640	2009-12-01	2009-12-01	0	1	1456.20
15641	2009-12-01	2009-12-01	0	2	1089.61
15642	2009-12-01	2009-12-01	0	1	105.78
15658	2009-12-01	2009-12-01	0	1	321.65
15662	2009-12-01	2009-12-01	0	1	105.85
15672	2009-12-01	2009-12-01	0	1	45.30
15674	2009-12-01	2009-12-01	0	1	462.46
15680	2009-12-01	2009-12-01	0	1	311.50
15684	2009-12-01	2009-12-01	0	1	109.40
15691	2009-12-01	2009-12-01	0	1	161.80
15694	2009-12-01	2009-12-01	0	1	357.87
15712	2009-12-01	2009-12-01	0	1	255.50
15713	2009-12-01	2009-12-01	0	1	243.86
15716	2009-12-01	2009-12-01	0	1	214.17
15719	2009-12-01	2009-12-01	0	2	671.67
15738	2009-12-01	2009-12-01	0	1	282.03
15750	2009-12-01	2009-12-01	0	2	500.19
15751	2009-12-01	2009-12-01	0	4	573.29
15755	2009-12-01	2009-12-01	0	1	308.75
15759	2009-12-01	2009-12-01	0	1	125.73
15768	2009-12-01	2009-12-01	0	5	2036.99
15769	2009-12-01	2009-12-01	0	1	1980.00
15785	2009-12-01	2009-12-01	0	1	322.92
15793	2009-12-01	2009-12-01	0	1	291.58
15794	2009-12-01	2009-12-01	0	2	777.00
15805	2009-12-01	2009-12-01	0	1	658.50
15808	2009-12-01	2009-12-01	0	2	1875.32
15812	2009-12-01	2009-12-01	0	1	290.72
15822	2009-12-01	2009-12-01	0	1	474.32
15823	2009-12-01	2009-12-01	0	2	3867.17
15833	2009-12-01	2009-12-01	0	1	80.40
15838	2009-12-01	2009-12-01	0	1	495.00
15841	2009-12-01	2009-12-01	0	2	603.75
15850	2009-12-01	2009-12-01	0	1	106.65
15854	2009-12-01	2009-12-01	0	1	592.20
15856	2009-12-01	2009-12-01	0	4	3374.59
15858	2009-12-01	2009-12-01	0	2	256.89
15860	2009-12-01	2009-12-01	0	2	295.60
15862	2009-12-01	2009-12-01	0	3	559.97
15863	2009-12-01	2009-12-01	0	1	137.30
15867	2009-12-01	2009-12-01	0	1	617.55
15878	2009-12-01	2009-12-01	0	1	212.13
