customer_id	cohort_month	first_purchase_ts
13077	2009-12-01	2009-12-11 11:17:00
13078	2009-12-01	2009-12-01 09:06:00
13081	2009-12-01	2009-12-08 13:58:00
13082	2009-12-01	2009-12-22 15:37:00
13085	2009-12-01	2009-12-01 07:45:00
13087	2009-12-01	2009-12-13 15:16:00
13089	2009-12-01	2009-12-02 15:44:00
13091	2009-12-01	2009-12-10 12:44:00
13093	2009-12-01	2009-12-04 10:32:00
13097	2009-12-01	2009-12-01 13:31:00
13110	2009-12-01	2009-12-01 14:14:00
13111	2009-12-01	2009-12-21 09:00:00
13114	2009-12-01	2009-12-09 09:56:00
13136	2009-12-01	2009-12-08 18:30:00
13141	2009-12-01	2009-12-09 13:34:00
13148	2009-12-01	2009-12-07 15:26:00
13154	2009-12-01	2009-12-04 08:46:00
13162	2009-12-01	2009-12-04 13:59:00
13173	2009-12-01	2009-12-10 12:52:00
13174	2009-12-01	2009-12-04 15:40:00
13175	2009-12-01	2009-12-04 12:11:00
13178	2009-12-01	2009-12-16 14:00:00
13190	2009-12-01	2009-12-07 12:13:00
13199	2009-12-01	2009-12-05 10:11:00
13202	2009-12-01	2009-12-09 10:48:00
13203	2009-12-01	2009-12-17 14:15:00
13204	2009-12-01	2009-12-08 14:56:00
13206	2009-12-01	2009-12-07 13:48:00
13208	2009-12-01	2009-12-03 13:25:00
13211	2009-12-01	2009-12-06 15:24:00
13225	2009-12-01	2009-12-17 09:09:00
13234	2009-12-01	2009-12-07 12:32:00
13266	2009-12-01	2009-12-17 10:52:00
13267	2009-12-01	2009-12-07 16:56:00
13269	2009-12-01	2009-12-02 11:47:00
13289	2009-12-01	2009-12-16 11:53:00
13313	2009-12-01	2009-12-02 16:18:00
13317	2009-12-01	2009-12-13 11:11:00
13319	2009-12-01	2009-12-06 14:46:00
13327	2009-12-01	2009-12-18 15:35:00
13329	2009-12-01	2009-12-04 15:41:00
13373	2009-12-01	2009-12-06 12:34:00
13381	2009-12-01	2009-12-01 15:19:00
13382	2009-12-01	2009-12-08 09:56:00
13393	2009-12-01	2009-12-07 18:12:00
13394	2009-12-01	2009-12-01 11:58:00
13403	2009-12-01	2009-12-16 13:23:00
13405	2009-12-01	2009-12-15 14:13:00
13408	2009-12-01	2009-12-04 09:31:00
13410	2009-12-01	2009-12-08 13:43:00
13415	2009-12-01	2009-12-11 14:20:00
13416	2009-12-01	2009-12-03 13:02:00
13418	2009-12-01	2009-12-11 12:51:00
13426	2009-12-01	2009-12-09 15:16:00
13427	2009-12-01	2009-12-17 13:44:00
13442	2009-12-01	2009-12-01 14:59:00
13448	2009-12-01	2009-12-06 12:14:00
13455	2009-12-01	2009-12-09 08:58:00
13457	2009-12-01	2009-12-02 12:46:00
13462	2009-12-01	2009-12-14 09:48:00
13468	2009-12-01	2009-12-03 13:32:00
13473	2009-12-01	2009-12-15 19:02:00
13481	2009-12-01	2009-12-04 12:37:00
13485	2009-12-01	2009-12-03 13:46:00
13487	2009-12-01	2009-12-05 10:25:00
13491	2009-12-01	2009-12-07 08:24:00
13495	2009-12-01	2009-12-07 12:12:00
13498	2009-12-01	2009-12-09 15:26:00
13510	2009-12-01	2009-12-21 11:53:00
13520	2009-12-01	2009-12-17 11:11:00
13526	2009-12-01	2009-12-01 12:56:00
13531	2009-12-01	2009-12-03 15:20:00
13542	2009-12-01	2009-12-10 19:53:00
13557	2009-12-01	2009-12-08 17:41:00
13564	2009-12-01	2009-12-02 11:55:00
13571	2009-12-01	2009-12-08 13:02:00
13576	2009-12-01	2009-12-08 15:12:00
13577	2009-12-01	2009-12-14 16:10:00
13585	2009-12-01	2009-12-01 14:56:00
13589	2009-12-01	2009-12-06 10:26:00
13590	2009-12-01	2009-12-01 13:37:00
13591	2009-12-01	2009-12-14 15:44:00
13599	2009-12-01	2009-12-01 12:30:00
13611	2009-12-01	2009-12-03 07:57:00
13623	2009-12-01	2009-12-02 13:57:00
13635	2009-12-01	2009-12-01 09:46:00
13641	2009-12-01	2009-12-05 13:17:00
13643	2009-12-01	2009-12-08 12:48:00
13648	2009-12-01	2009-12-01 18:13:00
13654	2009-12-01	2009-12-02 11:43:00
13666	2009-12-01	2009-12-04 10:48:00
13668	2009-12-01	2009-12-11 14:28:00
13672	2009-12-01	2009-12-09 11:40:00
13679	2009-12-01	2009-12-04 16:52:00
13680	2009-12-01	2009-12-04 14:14:00
13693	2009-12-01	2009-12-07 11:29:00
13694	2009-12-01	2009-12-04 15:26:00
13711	2009-12-01	2009-12-15 19:04:00
13727	2009-12-01	2009-12-09 13:25:00
13728	2009-12-01	2009-12-09 17:13:00
13733	2009-12-01	2009-12-04 15:28:00
13735	2009-12-01	2009-12-13 13:31:00
13736	2009-12-01	2009-12-06 12:07:00
13740	2009-12-01	2009-12-02 12:22:00
13748	2009-12-01	2009-12-01 16:44:00
13753	2009-12-01	2009-12-03 10:20:00
13756	2009-12-01	2009-12-15 15:18:00
13758	2009-12-01	2009-12-01 10:06:00
13767	2009-12-01	2009-12-01 10:52:00
13768	2009-12-01	2009-12-09 10:25:00
13769	2009-12-01	2009-12-16 11:59:00
13770	2009-12-01	2009-12-09 14:44:00
13777	2009-12-01	2009-12-02 09:47:00
13781	2009-12-01	2009-12-18 15:46:00
13782	2009-12-01	2009-12-06 12:52:00
13786	2009-12-01	2009-12-03 15:32:00
13798	2009-12-01	2009-12-08 16:21:00
13800	2009-12-01	2009-12-03 10:03:00
13807	2009-12-01	2009-12-04 12:41:00
13813	2009-12-01	2009-12-06 10:16:00
13819	2009-12-01	2009-12-01 16:18:00
13823	2009-12-01	2009-12-15 14:34:00
13825	2009-12-01	2009-12-09 14:30:00
13831	2009-12-01	2009-12-10 14:50:00
13847	2009-12-01	2009-12-20 10:41:00
13848	2009-12-01	2009-12-09 16:17:00
13855	2009-12-01	2009-12-08 16:56:00
13871	2009-12-01	2009-12-20 13:09:00
13872	2009-12-01	2009-12-14 09:56:00
13875	2009-12-01	2009-12-17 10:30:00
13890	2009-12-01	2009-12-06 15:15:00
13895	2009-12-01	2009-12-03 13:09:00
13902	2009-12-01	2009-12-15 10:02:00
13905	2009-12-01	2009-12-07 11:41:00
13921	2009-12-01	2009-12-18 12:19:00
13931	2009-12-01	2009-12-03 10:26:00
13941	2009-12-01	2009-12-16 16:10:00
13946	2009-12-01	2009-12-04 11:07:00
13948	2009-12-01	2009-12-04 12:14:00
13952	2009-12-01	2009-12-16 09:41:00
13953	2009-12-01	2009-12-11 12:58:00
13958	2009-12-01	2009-12-05 13:12:00
13979	2009-12-01	2009-12-03 10:02:00
13983	2009-12-01	2009-12-09 13:53:00
13984	2009-12-01	2009-12-07 11:51:00
13993	2009-12-01	2009-12-03 11:57:00
13995	2009-12-01	2009-12-18 12:43:00
13999	2009-12-01	2009-12-05 12:42:00
14000	2009-12-01	2009-12-02 09:50:00
14003	2009-12-01	2009-12-07 08:53:00
14030	2009-12-01	2009-12-10 17:27:00
14031	2009-12-01	2009-12-03 15:35:00
14032	2009-12-01	2009-12-14 12:02:00
14037	2009-12-01	2009-12-07 11:39:00
14040	2009-12-01	2009-12-01 12:14:00
14042	2009-12-01	2009-12-14 15:07:00
14043	2009-12-01	2009-12-10 15:56:00
14051	2009-12-01	2009-12-03 11:53:00
14055	2009-12-01	2009-12-16 15:11:00
14057	2009-12-01	2009-12-03 13:17:00
14061	2009-12-01	2009-12-01 18:03:00
14062	2009-12-01	2009-12-10 14:28:00
14063	2009-12-01	2009-12-08 13:46:00
14080	2009-12-01	2009-12-02 15:01:00
14081	2009-12-01	2009-12-10 18:27:00
14083	2009-12-01	2009-12-18 11:34:00
14085	2009-12-01	2009-12-08 13:41:00
14087	2009-12-01	2009-12-04 15:27:00
14092	2009-12-01	2009-12-16 16:24:00
14095	2009-12-01	2009-12-17 12:49:00
14099	2009-12-01	2009-12-10 11:55:00
14105	2009-12-01	2009-12-18 16:57:00
14106	2009-12-01	2009-12-02 14:09:00
14107	2009-12-01	2009-12-09 14:20:00
14108	2009-12-01	2009-12-01 18:07:00
14110	2009-12-01	2009-12-01 09:50:00
14113	2009-12-01	2009-12-08 07:42:00
14119	2009-12-01	2009-12-21 14:52:00
14122	2009-12-01	2009-12-02 14:22:00
14123	2009-12-01	2009-12-06 15:35:00
14130	2009-12-01	2009-12-11 16:33:00
14133	2009-12-01	2009-12-06 12:10:00
14134	2009-12-01	2009-12-10 09:25:00
14135	2009-12-01	2009-12-02 08:58:00
14136	2009-12-01	2009-12-08 09:19:00
14151	2009-12-01	2009-12-23 10:54:00
14156	2009-12-01	2009-12-01 12:30:00
14159	2009-12-01	2009-12-03 12:31:00
14161	2009-12-01	2009-12-13 11:46:00
14171	2009-12-01	2009-12-09 13:50:00
14173	2009-12-01	2009-12-09 12:46:00
14191	2009-12-01	2009-12-11 10:48:00
14204	2009-12-01	2009-12-02 13:26:00
14211	2009-12-01	2009-12-09 12:48:00
14215	2009-12-01	2009-12-08 09:35:00
14238	2009-12-01	2009-12-05 10:58:00
14239	2009-12-01	2009-12-05 12:36:00
14258	2009-12-01	2009-12-04 08:36:00
14277	2009-12-01	2009-12-13 15:43:00
14285	2009-12-01	2009-12-08 14:13:00
14286	2009-12-01	2009-12-04 08:40:00
14290	2009-12-01	2009-12-08 11:44:00
14291	2009-12-01	2009-12-09 10:46:00
14293	2009-12-01	2009-12-10 10:57:00
14295	2009-12-01	2009-12-09 13:06:00
14298	2009-12-01	2009-12-11 13:49:00
14299	2009-12-01	2009-12-02 10:58:00
14302	2009-12-01	2009-12-02 08:16:00
14307	2009-12-01	2009-12-07 13:06:00
14329	2009-12-01	2009-12-16 15:31:00
14341	2009-12-01	2009-12-01 12:20:00
14347	2009-12-01	2009-12-03 10:49:00
14396	2009-12-01	2009-12-02 14:21:00
14401	2009-12-01	2009-12-14 13:22:00
14404	2009-12-01	2009-12-20 14:40:00
14408	2009-12-01	2009-12-07 12:18:00
14415	2009-12-01	2009-12-16 14:08:00
14422	2009-12-01	2009-12-17 12:12:00
14425	2009-12-01	2009-12-02 11:31:00
14440	2009-12-01	2009-12-02 12:13:00
14454	2009-12-01	2009-12-06 12:56:00
14460	2009-12-01	2009-12-15 19:06:00
14466	2009-12-01	2009-12-13 15:44:00
14467	2009-12-01	2009-12-02 12:44:00
14468	2009-12-01	2009-12-06 12:21:00
14471	2009-12-01	2009-12-07 12:26:00
14478	2009-12-01	2009-12-01 13:20:00
14479	2009-12-01	2009-12-06 13:48:00
14480	2009-12-01	2009-12-21 16:32:00
14483	2009-12-01	2009-12-03 10:16:00
14484	2009-12-01	2009-12-17 10:57:00
14494	2009-12-01	2009-12-08 13:25:00
14505	2009-12-01	2009-12-09 14:48:00
14507	2009-12-01	2009-12-10 17:04:00
14512	2009-12-01	2009-12-07 13:49:00
14514	2009-12-01	2009-12-13 13:21:00
14519	2009-12-01	2009-12-11 10:40:00
14525	2009-12-01	2009-12-13 14:01:00
14527	2009-12-01	2009-12-02 12:06:00
14540	2009-12-01	2009-12-07 13:00:00
14543	2009-12-01	2009-12-01 13:47:00
14546	2009-12-01	2009-12-06 13:10:00
14548	2009-12-01	2009-12-06 14:00:00
14549	2009-12-01	2009-12-02 14:06:00
14555	2009-12-01	2009-12-18 11:39:00
14558	2009-12-01	2009-12-08 10:41:00
14560	2009-12-01	2009-12-02 10:15:00
14564	2009-12-01	2009-12-04 09:27:00
14574	2009-12-01	2009-12-07 12:42:00
14577	2009-12-01	2009-12-11 12:09:00
14590	2009-12-01	2009-12-07 14:10:00
14593	2009-12-01	2009-12-09 12:57:00
14605	2009-12-01	2009-12-08 13:59:00
14606	2009-12-01	2009-12-03 12:40:00
14607	2009-12-01	2009-12-15 11:25:00
14608	2009-12-01	2009-12-06 12:34:00
14625	2009-12-01	2009-12-16 13:23:00
14626	2009-12-01	2009-12-10 14:57:00
14643	2009-12-01	2009-12-11 11:52:00
14644	2009-12-01	2009-12-03 16:24:00
14646	2009-12-01	2009-12-02 16:52:00
14648	2009-12-01	2009-12-10 13:59:00
14653	2009-12-01	2009-12-02 11:51:00
14654	2009-12-01	2009-12-01 12:57:00
14662	2009-12-01	2009-12-03 16:47:00
14667	2009-12-01	2009-12-02 12:38:00
14669	2009-12-01	2009-12-02 13:06:00
14670	2009-12-01	2009-12-07 13:59:00
14679	2009-12-01	2009-12-08 17:13:00
14680	2009-12-01	2009-12-04 12:36:00
14685	2009-12-01	2009-12-13 11:32:00
14695	2009-12-01	2009-12-07 11:05:00
14702	2009-12-01	2009-12-10 20:22:00
14709	2009-12-01	2009-12-05 15:26:00
14710	2009-12-01	2009-12-03 17:12:00
14713	2009-12-01	2009-12-03 19:22:00
14717	2009-12-01	2009-12-06 13:05:00
14723	2009-12-01	2009-12-04 11:22:00
14732	2009-12-01	2009-12-09 10:48:00
14735	2009-12-01	2009-12-04 11:32:00
14738	2009-12-01	2009-12-07 10:21:00
14739	2009-12-01	2009-12-02 13:23:00
14750	2009-12-01	2009-12-03 17:57:00
14751	2009-12-01	2009-12-13 14:08:00
14755	2009-12-01	2009-12-03 16:51:00
14769	2009-12-01	2009-12-16 09:17:00
14771	2009-12-01	2009-12-03 09:44:00
14790	2009-12-01	2009-12-11 14:37:00
14796	2009-12-01	2009-12-14 15:06:00
14799	2009-12-01	2009-12-02 11:18:00
14819	2009-12-01	2009-12-21 15:54:00
14828	2009-12-01	2009-12-07 11:19:00
14831	2009-12-01	2009-12-02 09:21:00
14838	2009-12-01	2009-12-03 09:52:00
14841	2009-12-01	2009-12-02 16:49:00
14861	2009-12-01	2009-12-08 12:12:00
14865	2009-12-01	2009-12-01 16:05:00
14867	2009-12-01	2009-12-05 15:47:00
14869	2009-12-01	2009-12-16 11:43:00
14871	2009-12-01	2009-12-01 11:57:00
14894	2009-12-01	2009-12-02 10:42:00
14895	2009-12-01	2009-12-10 14:22:00
14896	2009-12-01	2009-12-06 12:42:00
14897	2009-12-01	2009-12-15 17:05:00
14898	2009-12-01	2009-12-03 16:40:00
14905	2009-12-01	2009-12-03 14:36:00
14911	2009-12-01	2009-12-01 11:41:00
14915	2009-12-01	2009-12-03 10:17:00
14940	2009-12-01	2009-12-06 15:46:00
14942	2009-12-01	2009-12-10 10:32:00
14949	2009-12-01	2009-12-18 15:28:00
14952	2009-12-01	2009-12-03 15:34:00
14955	2009-12-01	2009-12-07 11:35:00
14958	2009-12-01	2009-12-03 16:02:00
14961	2009-12-01	2009-12-04 11:32:00
14966	2009-12-01	2009-12-15 13:48:00
14967	2009-12-01	2009-12-03 14:07:00
14977	2009-12-01	2009-12-14 10:37:00
14979	2009-12-01	2009-12-04 12:54:00
14980	2009-12-01	2009-12-02 14:09:00
14987	2009-12-01	2009-12-02 14:56:00
14990	2009-12-01	2009-12-09 13:31:00
15005	2009-12-01	2009-12-01 14:19:00
15015	2009-12-01	2009-12-14 14:46:00
15031	2009-12-01	2009-12-08 13:38:00
15032	2009-12-01	2009-12-10 15:27:00
15039	2009-12-01	2009-12-10 11:39:00
15044	2009-12-01	2009-12-16 15:13:00
15051	2009-12-01	2009-12-01 13:29:00
15055	2009-12-01	2009-12-16 15:48:00
15057	2009-12-01	2009-12-05 15:27:00
15059	2009-12-01	2009-12-06 12:17:00
15061	2009-12-01	2009-12-01 12:18:00
15064	2009-12-01	2009-12-22 16:17:00
15070	2009-12-01	2009-12-15 13:49:00
15077	2009-12-01	2009-12-09 17:10:00
15078	2009-12-01	2009-12-04 12:03:00
15079	2009-12-01	2009-12-08 11:22:00
15085	2009-12-01	2009-12-10 11:47:00
15093	2009-12-01	2009-12-08 12:46:00
15109	2009-12-01	2009-12-04 12:33:00
15115	2009-12-01	2009-12-07 11:20:00
15144	2009-12-01	2009-12-13 11:35:00
15157	2009-12-01	2009-12-10 14:44:00
15162	2009-12-01	2009-12-08 13:14:00
15169	2009-12-01	2009-12-13 11:16:00
15179	2009-12-01	2009-12-03 12:27:00
15181	2009-12-01	2009-12-08 19:02:00
15184	2009-12-01	2009-12-16 12:06:00
15188	2009-12-01	2009-12-14 13:30:00
15194	2009-12-01	2009-12-03 10:37:00
15196	2009-12-01	2009-12-13 11:14:00
15197	2009-12-01	2009-12-11 12:56:00
15203	2009-12-01	2009-12-08 18:06:00
15209	2009-12-01	2009-12-09 17:26:00
15222	2009-12-01	2009-12-16 13:49:00
15223	2009-12-01	2009-12-05 11:19:00
15240	2009-12-01	2009-12-05 14:57:00
15255	2009-12-01	2009-12-03 09:10:00
15260	2009-12-01	2009-12-06 11:45:00
15265	2009-12-01	2009-12-01 17:08:00
15270	2009-12-01	2009-12-17 15:02:00
15287	2009-12-01	2009-12-02 12:13:00
15291	2009-12-01	2009-12-03 11:09:00
15298	2009-12-01	2009-12-08 17:04:00
15302	2009-12-01	2009-12-09 13:11:00
15309	2009-12-01	2009-12-04 13:01:00
15311	2009-12-01	2009-12-01 11:21:00
15312	2009-12-01	2009-12-16 09:23:00
15326	2009-12-01	2009-12-01 13:19:00
15329	2009-12-01	2009-12-14 12:18:00
15353	2009-12-01	2009-12-02 11:33:00
15358	2009-12-01	2009-12-07 12:19:00
15362	2009-12-01	2009-12-01 09:08:00
15367	2009-12-01	2009-12-10 14:20:00
15369	2009-12-01	2009-12-08 07:43:00
15380	2009-12-01	2009-12-01 13:50:00
15382	2009-12-01	2009-12-04 14:13:00
15393	2009-12-01	2009-12-15 17:56:00
15394	2009-12-01	2009-12-15 19:05:00
15403	2009-12-01	2009-12-09 12:45:00
15409	2009-12-01	2009-12-18 15:35:00
15413	2009-12-01	2009-12-01 10:18:00
15420	2009-12-01	2009-12-05 13:29:00
15421	2009-12-01	2009-12-07 15:10:00
15428	2009-12-01	2009-12-17 17:46:00
15441	2009-12-01	2009-12-09 14:55:00
15446	2009-12-01	2009-12-13 13:53:00
15456	2009-12-01	2009-12-08 12:54:00
15465	2009-12-01	2009-12-10 09:42:00
15466	2009-12-01	2009-12-03 12:28:00
15479	2009-12-01	2009-12-06 15:08:00
15482	2009-12-01	2009-12-02 16:59:00
15484	2009-12-01	2009-12-05 15:18:00
15485	2009-12-01	2009-12-01 17:31:00
15494	2009-12-01	2009-12-10 20:16:00
15497	2009-12-01	2009-12-18 15:08:00
15498	2009-12-01	2009-12-16 17:27:00
15499	2009-12-01	2009-12-16 12:17:00
15503	2009-12-01	2009-12-13 11:34:00
15514	2009-12-01	2009-12-04 16:37:00
15518	2009-12-01	2009-12-20 12:21:00
15523	2009-12-01	2009-12-02 15:16:00
15527	2009-12-01	2009-12-15 17:31:00
15534	2009-12-01	2009-12-14 12:48:00
15542	2009-12-01	2009-12-02 11:53:00
15547	2009-12-01	2009-12-06 13:40:00
15550	2009-12-01	2009-12-03 15:15:00
15555	2009-12-01	2009-12-06 11:58:00
15562	2009-12-01	2009-12-13 15:17:00
15566	2009-12-01	2009-12-15 14:53:00
15571	2009-12-01	2009-12-06 12:10:00
15573	2009-12-01	2009-12-10 14:19:00
15577	2009-12-01	2009-12-13 16:17:00
15581	2009-12-01	2009-12-02 12:19:00
15601	2009-12-01	2009-12-01 14:53:00
15602	2009-12-01	2009-12-02 09:35:00
15615	2009-12-01	2009-12-02 15:28:00
15623	2009-12-01	2009-12-10 14:46:00
15628	2009-12-01	2009-12-13 13:39:00
15633	2009-12-01	2009-12-08 17:51:00
15637	2009-12-01	2009-12-15 17:54:00
15640	2009-12-01	2009-12-14 16:36:00
15641	2009-12-01	2009-12-06 15:31:00
15642	2009-12-01	2009-12-10 11:51:00
15658	2009-12-01	2009-12-03 11:19:00
15662	2009-12-01	2009-12-01 13:49:00
15672	2009-12-01	2009-12-14 16:52:00
15674	2009-12-01	2009-12-08 17:08:00
15680	2009-12-01	2009-12-02 12:15:00
15684	2009-12-01	2009-12-04 16:13:00
15691	2009-12-01	2009-12-06 16:01:00
15694	2009-12-01	2009-12-07 15:43:00
15712	2009-12-01	2009-12-01 11:17:00
15713	2009-12-01	2009-12-16 09:41:00
15716	2009-12-01	2009-12-07 12:42:00
15719	2009-12-01	2009-12-01 12:47:00
15738	2009-12-01	2009-12-10 15:52:00
15750	2009-12-01	2009-12-01 17:19:00
15751	2009-12-01	2009-12-06 13:08:00
15755	2009-12-01	2009-12-04 08:24:00
15759	2009-12-01	2009-12-02 10:08:00
15768	2009-12-01	2009-12-03 12:10:00
15769	2009-12-01	2009-12-11 09:58:00
15785	2009-12-01	2009-12-15 16:28:00
15793	2009-12-01	2009-12-01 12:54:00
15794	2009-12-01	2009-12-02 15:10:00
15805	2009-12-01	2009-12-10 12:57:00
15808	2009-12-01	2009-12-01 16:30:00
15812	2009-12-01	2009-12-15 13:40:00
15822	2009-12-01	2009-12-06 15:12:00
15823	2009-12-01	2009-12-08 15:12:00
15833	2009-12-01	2009-12-02 11:59:00
15838	2009-12-01	2009-12-15 09:51:00
15841	2009-12-01	2009-12-10 08:29:00
15850	2009-12-01	2009-12-13 13:27:00
15854	2009-12-01	2009-12-10 12:08:00
15856	2009-12-01	2009-12-03 14:02:00
15858	2009-12-01	2009-12-10 11:42:00
15860	2009-12-01	2009-12-06 12:31:00
15862	2009-12-01	2009-12-17 11:33:00
15863	2009-12-01	2009-12-17 10:20:00
15867	2009-12-01	2009-12-14 15:16:00
15878	2009-12-01	2009-12-06 12:28:00
15879	2009-12-01	2009-12-17 19:54:00
15882	2009-12-01	2009-12-10 15:33:00
15884	2009-12-01	2009-12-03 18:23:00
15889	2009-12-01	2009-12-10 12:21:00
15898	2009-12-01	2009-12-11 16:11:00
15911	2009-12-01	2009-12-09 13:26:00
15912	2009-12-01	2009-12-10 12:58:00
15916	2009-12-01	2009-12-10 16:21:00
15917	2009-12-01	2009-12-02 14:55:00
15920	2009-12-01	2009-12-14 13:09:00
15924	2009-12-01	2009-12-08 15:00:00
15944	2009-12-01	2009-12-13 12:57:00
15945	2009-12-01	2009-12-01 13:47:00
15953	2009-12-01	2009-12-03 14:00:00
15956	2009-12-01	2009-12-13 11:16:00
15965	2009-12-01	2009-12-03 11:45:00
15967	2009-12-01	2009-12-01 13:29:00
15971	2009-12-01	2009-12-08 09:46:00
15983	2009-12-01	2009-12-06 12:52:00
15984	2009-12-01	2009-12-01 13:38:00
15989	2009-12-01	2009-12-02 15:51:00
15998	2009-12-01	2009-12-01 11:45:00
15999	2009-12-01	2009-12-04 12:31:00
16003	2009-12-01	2009-12-03 18:51:00
16011	2009-12-01	2009-12-01 12:02:00
16013	2009-12-01	2009-12-08 10:24:00
16018	2009-12-01	2009-12-07 13:57:00
16019	2009-12-01	2009-12-14 14:12:00
16029	2009-12-01	2009-12-08 11:23:00
16064	2009-12-01	2009-12-14 16:11:00
16086	2009-12-01	2009-12-02 13:20:00
16098	2009-12-01	2009-12-15 09:40:00
16104	2009-12-01	2009-12-06 10:41:00
16119	2009-12-01	2009-12-16 11:56:00
16124	2009-12-01	2009-12-07 10:33:00
16125	2009-12-01	2009-12-14 15:38:00
16126	2009-12-01	2009-12-02 13:34:00
16127	2009-12-01	2009-12-13 12:19:00
16131	2009-12-01	2009-12-02 10:09:00
16139	2009-12-01	2009-12-03 13:51:00
16143	2009-12-01	2009-12-10 09:44:00
16150	2009-12-01	2009-12-17 15:33:00
16156	2009-12-01	2009-12-02 17:06:00
16158	2009-12-01	2009-12-05 15:00:00
16159	2009-12-01	2009-12-03 11:51:00
16163	2009-12-01	2009-12-02 10:00:00
16167	2009-12-01	2009-12-01 10:46:00
16168	2009-12-01	2009-12-03 12:38:00
16186	2009-12-01	2009-12-09 15:36:00
16190	2009-12-01	2009-12-14 11:59:00
16191	2009-12-01	2009-12-11 12:24:00
16192	2009-12-01	2009-12-04 12:28:00
